type,text
Retweet,Porque tenemos derecho a que se respete nuestra soberanía exigimos #CierreDeFronteras https://t.co/k8Tk7K1fLg
Retweet,"Presidente, yo si tengo problemas con inmigrantes sin papeles. No sabemos quiénes son ni qué han hecho. 

Hay familias que huyen del infierno socialista venezolano buscando oportunidades en Chile pero también vienen narcos, sicarios y delincuentes comunes.  #CierreDeFronteras"
Retweet,#CierreDeFronteras https://t.co/fg051IORP6
Retweet,"🚨 Presidente @GabrielBoric Chile no puede seguir esperando, necesitamos que se cierren nuestras fronteras. Entre tanto narco, sicarios, asesinos que siguen entrando, Chile va a reventar.
Usted decide qué pasará con 🇨🇱 
#CierreDeFronteras https://t.co/k1uiJkxisX"
Retweet,"Necesitamos una inmigración SEGURA, REGULAR y ORDENADA. 

En Chile la inmigración ilegal está fuera de control.
#CierreDeFronteras 

#LaCandidataDeKast 💪 https://t.co/xXtnFEAtnV"
Retweet,"El gobierno y su falta de carácter frente a la inmigración ilegal, es responsable de la delincuencia desbordada por bandas y pandillas internacionales que llegan a Chile día a día sin freno alguno. #CierreDeFronteras https://t.co/VeKseiOehs"
Retweet,"Nuestro país requiere #CierreDeFronteras AHORA, no podemos seguir permitiendo la inmigración ilegal . https://t.co/NYBzrBOzFF"
Retweet,Bienvenidos todos los regulares que quieran aportar. #CierreDeFronteras a los irregulares y devolución inmediata. @PRChile #JuntosConOssandon #OssandonRepublicano https://t.co/afGMxBRNq3
Retweet,@martinarrau #CierreDeFronteras https://t.co/5UUb3muMfE
Retweet,Chile no resiste más con sus fronteras abiertas. El #CierreDeFronteras no puede seguir esperando. https://t.co/GzllQBDQ5f
Retweet,"Basta de excusas, Chile quiere ahora un #CierreDeFronteras para la inmigración ilegal. Tenemos el Derecho a una frontera segura y seria, así como a exigir la expulsión de quien viene a hacer daño a nuestro país. https://t.co/Ptdt0iMLyh"
Retweet,"#CierreDeFronteras a la migración ilegal, los chilenos estamos cansados de todos los problemas que esto conlleva.
@angeleslpo @arturo_squella @beaheviaw @DipRepublicanos @joseantoniokast @martinarrau @PaulSfeir @PRChile @RepublicanosVal @ https://t.co/6FPLznxFe1"
Retweet,"El @GobiernodeChile debe dar una señal clara y decretar #CierreDeFronteras a la migración ilegal.
Millones de compatriotas sufren por este descontrol y en #REpublicanos alzamos la voz por ellos. https://t.co/tIyJX9L2EA"
Retweet,"#CierredeFronteras Ahora, la situación a nivel país, ya es mala y siguen entrando migrantes de forma descontrolada,  gastándose recursos en nuestro personal uniformado y hasta viéndose sobrepasados por la cantidad de personas que día a día ingresan al país #Cierredefronteras https://t.co/7L8BkTOXQJ"
Retweet,Chile no aguanta más… #CierreDeFronteras https://t.co/ZGoJOL9hXl
Retweet,"Chile no aguanta más esta crisis migratoria y no podemos depender de la voluntad de otros países para expulsar a extranjeros.

#CierreDeFronteras ahora, expulsiones administrativas y fin de beneficios a Bolivia. Vota REpublicano! https://t.co/3pqasJ55P2"
Tweet,"Chile no aguanta más inmigración ilegal.
#CierreDeFronteras ya!! https://t.co/cBT21tbpiI"
Retweet,Por fin en mi sur querido y pasando por una de las ✌🏻 policías establecidas en el artículo 101 de nuestra constitución vigente. https://t.co/u8Tz22sziH
Retweet,Partimos el día REtemprano con @joseantoniokast en #Rancagua presentando nuestras propuestas para #REencontrarnos y REconstruir Chile 🇨🇱 ✌🏻 https://t.co/uLDLV7tnTe
Retweet,"🔴 ¡EN VIVO! 

@joseantoniokast junto a #ElisaSalas candidata al Consejo Constitucional en #RadioRancagua. Sintoniza 99.5 o ingresa a la señal online https://t.co/z6uiNHh5bF
#REcampaña #Republicanos https://t.co/NR8E5StSWa"
Retweet,"🔴 EN VIVO] en @BienvenidaFM junto a @safigueroa 

➡️ https://t.co/mdCl1qyYRI https://t.co/sJxjwXwPxz"
Tweet,"Presidente Boric y el Ministro Cordero están ocultando la verdad a los chilenos sobre los indultos. Informes de gendarmeria deben ser públicos y se tiene que transparentar toda la verdad.

¿Por qué se indultó a delincuentea profesionales si Gendarmería no recomendaba su libertad?"
Tweet,Gran cierre de @beaheviaw ! Nuestra candidata en Los Lagos! https://t.co/tA3qAp7rrh
Tweet,"Tomas Mosciatti está equivocado. A nivel constitucional solo hay dos policias y están en el artículo 101, en el capítulo de Fuerzas Armadas y de Orden que ahora quieren eliminar. Muy buen @beaheviaw ! Una gran candidata en Los Lagos!"
Retweet,"¡Ahora! 
@joseantoniokast junto a los candidatos al Consejo Constitucional por la Región de O'higgins. 
👉🏻 Sigue nuestro #REcorrido y únete a nuestra #REcampaña #REpublicana 💪🏻🇨🇱 https://t.co/PYCnSmLTUY"
Tweet,"Gendarmeria recomendó al Presidente Boric no indultar a delincuentes y él no hizo caso.

https://t.co/r4PfxwnrEo"
Retweet,Ya estamos en  #100indecisos https://t.co/8qtefHk5Qg
Tweet,"Terminando la #ReGiraRepublicana por la región de La Araucanía. Gracias a los candidatos a Consejeros Constituyentes Republicanos por su compromiso, a nuestra secretaria general @ruth_uas y a nuestra gran senadora @CarmenAravenaA1 💪🇨🇱 https://t.co/2FKlzjfsSF"
Retweet,"¿Solo sí es sí? La ideología es superada por la realidad. La ley aprobada en España que buscaba tipificar las relaciones sexuales expresamente no consentidas, en la práctica ha liberado personas condenadas por delitos sexuales. 
👉🏻 https://t.co/nmH8DKFSKi https://t.co/u8vOU0gLJy"
Tweet,"Para la inmensa mayoría de la clase política, el aumento de familias en campamentos no es tema. Casi 120 mil familias en situación de extrema pobreza y miseria deben ser la urgencia y prioridad para el gobierno, que ha fracasado en esta materia. https://t.co/Rx2jaqdBhx"
Tweet,"A solo horas del asesinato del Cabo Salazar, la izquierda en la Comisión de Expertos ha decidido degradar a las Fuerzas Armadas y de Orden, excluyéndolas del índice constitucional. ¿Por qué fracasó la Convención anterior? Porque la izquierda se dio gustitos como éste. https://t.co/dGEVAXpNFt"
Tweet,"Presidente @GabrielBoric : ¿Va a dar la cara y explicar por qué dejó libre al “Pirómano”, delincuente profesional, amigo de Hugo Gutierrez?"
Retweet,"#YaBasta
No queremos más carabineros muertos.
Presidente @GabrielBoric, hágase cargo.

#DelincuenteOCarabinero
#YaBasta
#YAAC https://t.co/tmWwAqeusw"
Retweet,Hoy solicité formalmente al Presidente de la Comisión de Seguridad tramitación de todos los proyectos que fueron considerados “de consenso” en la fracasada Mesa de Seguridad. Citaciones todos los días hasta sacar TODOS los proyectos antes del 31 de marzo.
Retweet,"El comité de expertos rechazó indicacion sobre reincorporar capítulo sobre las fuerzas armadas y de orden, les decimos desde ya que no aceptaremos #OtraVezLoMismo, para revertir esto Republicanos debemos ser mayoría en el Consejo Constitucional. En Antofagasta vota C-11 🇨🇱💫🇨🇱 https://t.co/TvIXMDWNRT"
Tweet,"La izquierda, dirigida por el gobierno a través de la Ministra @LyaUriarte , busca hacer un pacto con Chilevamos en la Cámara de Diputados. ¿Estarán disponibles para pactar con el PC nuevamente? (ahora se activan los bots🤖) https://t.co/alFKzIxieI"
Retweet,"➡️APOYAMOS A LAS FFAA Y DE ORDEN⬅️

⚠️Como Bancada del Partido Republicano RECHAZAMOS la exclusión de un capítulo dedicado a las Fuerzas Armadas y de Orden en el anteproyecto de Constitución que está redactando la ""Comisión de  Expertos"" ⚠️ https://t.co/3hXI3uKEkh"
Retweet,La comisión de expertos dando PÉSIMAS señales a la ciudadanía. Las FFAA y de Orden NO disminuirán su rango constitucional y nosotros nos encargaremos de ello!!
Retweet,Partimos mal con el nuevo proceso Constituyente.Todavía hay tiempo para revertir esta pésima decisión.
Retweet,"PARA VIVIR SIN MIEDO

Les dejamos nuestro jingle oficial de campaña, para que suene por todas las calles de la Región Metropolitana.

#ParaVivirSinMiedo en Chile 
🎶Vota por mí, tu consejera,
 #LaCandidataDeKast 

Comparte y cántala! 💪❤️ https://t.co/gelo2g0yob"
Tweet,Decisión de Expertos de excluir a Fuerzas Armadas y de Orden del índice del anteproyecto constitucional es una afrenta a todos los chilenos y una señal muy negativa en medio de grave crisis de inseguridad y a horas del asesinato del Cabo Salazar. Se debe revertir cuanto antes! https://t.co/6OezZdZXqd
Tweet,"Los chilenos tienen derecho a #VivirSinMiedo . Si estas de acuerdo, ayúdanos con un RT o un 💚 para visibilizar esta campaña"
Tweet,"Los chilenos queremos #VivirSinMiedo

Juntos REcuperaremos y REconstruiremos Chile 🇨🇱 https://t.co/s1PzOngEG4"
Tweet,"Necesitamos tu aporte para elegir a nuestros candidatos en todo Chile para defender nuestros principios en la jueva Convención. $1.000? 10.000? Todo aporte al Partido Republicano sirve, en https://t.co/25PfM5DB1z"
Retweet,"🔴 EN VIVO!! 

@joseantoniokast conversando sobre el nuevo Proceso Constituyente en #RadioAraucanaYFrontera 
¡Escúchalo aquí! https://t.co/Y75XurzUJw"
Tweet,"Muchos hablan de estallido “social”, pero la verdad es que fue un estallido de pobreza. Solo en este último año, más de 30 mil familias se han instalado en campamentos. El socialismo y el comunismo solo producen más pobreza, miseria e indignidad. https://t.co/L9IQASsISD"
Retweet,"Presidente @gabrielboric , usted ve desde su ventana la delincuencia del barrio Yungay, pero aún así no hace nada para combatirla.  

¿Cuántos carabineros muertos necesita para empezar a hacer algo?

Para #VivirSinMiedo en Santiago.

#LaCandidataDeKast ♥️🇨🇱 https://t.co/Lr5WswnqS6"
Retweet,"Hoy atentado terrorista a planta de áridos sector Selva Oscura de Victoria, quemaron camiones y maquinarias: 5 camiones, generador y tablero de planta chancadora, una camioneta, 1 cargador frontal.
Los trabajadores y emprendedores de La Araucanía tienen derecho a #VivirSinMiedo https://t.co/l46E20YD28"
Tweet,"Es imposible creerle a un Presidente que hoy supuestamente llora por la muerte de un Carabinero y hace dos meses indultaba al “Piromano”, delincuente cuya especialidad ea preparar molotovs para atacar a Carabineros. https://t.co/jAFDbf9YAH"
Tweet,"113 mil familias en más de 1.200 campamentos. Una cifra que indigna y desalienta. 

Presidente: ¿y si le damos visibilidad a la pobreza extrema? https://t.co/76AAdUgsSk"
Tweet,"¿No sabes por quién votar? Estamos en vivo 🔴 para que REConozcas a tu candidato 
#REpublicanosAraucanía

➡️ https://t.co/DAfW4XHr3P https://t.co/qJeZvEmWzr"
Retweet,"El deber moral del General es defender a su gente , una Institución que la izquierda  a tratado de destruir sistemáticamente. Callar sería una cobardía."
Tweet,"Coraje y fortaleza, en medio de un dolor desgarrador. Nada más que agregar. https://t.co/ooVdhLqP3P"
Retweet,"Nuestros carabineros no resisten más la inoperancia y falta de carácter de este gobierno, necesitamos un Presidente que realmente gobierne!.  #carabinerosdechile https://t.co/PqlDm1Gnoe"
Retweet,"Este 07 de Mayo tenemos elecciones al #ConsejoConstitucional. ¿No sabes por quién votar?

Estaremos recorriendo Chile para que REConozcas a tu candidato 

Conéctate HOY a las 21:30 hrs. Y comparte junto a los candidatos #REpublicanosAraucanía

➡️https://t.co/YlyQnkt8o5 https://t.co/zhCd19SeUl"
Retweet,"Cada vez que matan a un Carabinero, un pedazo del alma de Chile se muere. Presidente Boric: ¿Hasta cuándo esperamos que se ponga los pantalones para defender a los chilenos y a sus Carabineros? No más impunidad. Los chilenos tenemos derecho a #VivirSinMiedo"
Retweet,Por 71 votos a favor se aprobó solicitar el Estado de Sitio en Arauco y Malleco. Ahora el Presidente @GabrielBoric tiene la palabra. https://t.co/PCw7XZL5M6
Tweet,"Presidente: no más discursos ni palabras, se necesita acción. Usted gobierna hoy y no está haciendo la pega. Basta de impunidad! #VivirSinMiedo"
Tweet,Presidente Boric: escuche a la familia del Carabinero asesinado. Es hora de ponerse los pantalones y cumplir con el país. No más impunidad! https://t.co/2F6zrO5aCq
Retweet,"Desde el Partido Republicano condenamos el asesinato del Cabo Alex Salazar y enviamos nuestras condolencias a su familia. Este hecho, viene a demostrar el abandono que, por años, ha tenido esta importante institución para todos los chilenos.  

Carabineros merece #VivirSinMiedo https://t.co/WyeU7PuTzB"
Retweet,"Hoy sumamos un nuevo mártir,

 ¿Cuántas muertes más tenemos que esperar para que el Gobierno le devuelva la dignidad y respaldo que #Carabineros necesita? https://t.co/9Rw0WaAYby"
Tweet,¿Cuántos Carabineros tienen que morir para que el Presidente Boric reaccione?
Tweet,"Basta de impunidad. Basta de excusas. Hoy, Carabineros suma una nueva víctima, un nuevo martir asesinado en total impunidad. Los chilenos tenemos derecho a #VivirSinMiedo y los Carabineros necesitan todo nuestro respaldo y garantías para trabajar. https://t.co/zISvSjFY9D"
Retweet,".@joseantoniokast en su #REcorrido por  #LaAraucania 

""Chile tiene que proteger a @Carabdechile , no perseguirlos. Ellos tienen el derecho a vivir sin miedo y el Gobierno tiene que trabajar de verdad para enfrentar la delincuencia, el narcotráfico y el terrorismo"" https://t.co/UhgHjmdVJR"
Retweet,"El Gobierno puso Suma Urgencia para “el día de la visibilidad lésbica” pero retiró la urgencia para aumentar las penas al secuestro, facilitar la notificación de expulsión a inmigrantes ilegales y sancionar a quien suministre drogas sin consentimiento. 

¿Qué opinan? https://t.co/XaCBcbPLgl"
Tweet,"El Presidente celebrando un crecimiento de 2,7% en Chile el 2022, omitiendo que Latinoamerica creció al 3,6% y que Chile en 2021, creció un 11,7%. https://t.co/50Z4SULrtN"
Retweet,"Que orgullo ver a nuestro Diputado @JoseMezaPereira diciendo la verdad sobre la pésima gestión de este gobierno. Un año perdido y un cambio de gabinete insuficiente que seguirá postergando las urgencias de los chilenos
#AquíSeDebateCNN https://t.co/i1oQBOCQZb"
Retweet,"Ante el llamado del Director de @Carabdechile a discutir proyectos que den herramientas para ejercer su labor, recordamos el proyecto de mi autoría que otorga FUERO a sus funcionarios, y que duerme hace meses en la comisión de seguridad… A diferencia de los indultos 

@PRChile https://t.co/JZia2pXRPY"
Retweet,"¡Comenzó la REcampaña! Y los REpublicanos estamos en terreno para REconstruir y REcuperar nuestro país! 

Este 7 de mayo, vota REpublicanos 🇨🇱 https://t.co/b4d0Otjg02"
Tweet,"La Moneda se enoja porque el General Director alza la voz frente a los ataques a Carabineros. Pero se queda callada cuando matan, agreden o insultan a Carabineros."
Tweet,"El gobierno no necesita una reforma tributaria para aumentar las penas y darle más atribuciones a Carabineros para enfrentar el crimen. 

Presidente Boric: ya perdimos un año. Es hora de que comience a trabajar y deje de quejarse."
Tweet,El Presidente anda más preocupado de jugar con el cambio de gabinete que gobernar de forma seria el pais. Dos meses perdidos en un año para el olvido.
